unstop_id,full_name,college_email,college_name,city,registration_time,weekly_challenge_id,utm_source,utm_campaign,browser_fingerprint
UN-01100,Rasul art,rasul.art@vit.ac.in,VIT,Nashik,2024-01-01T12:58:36Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a90d478b-ade8-dfa1-d0ae-eed7098d4b2b
UN-01101,Sanjeevani diligent,sanjeevani.diligent@manipal.ac.in,MANIPAL,Sindhudurg,2024-01-02T12:08:32Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,b0df8c6a-f9f0-040c-57fb-397a30a9b159
UN-01102,Anuradha Shukla,anuradha.shukla@nit-trichy.ac.in,NIT-TRICHY,Sultanpur,2024-01-01T04:01:06Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,c429bd58-e93e-237e-fdd4-ece4ce128b1e
UN-01103,Natbar Sahu,natbar.sahu@iitd.ac.in,IITD,Ganjam,2024-01-01T05:45:20Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,065760be-dad1-2cc0-e862-26b7c7f5b292
UN-01104,Nagalakshmi competitive,nagalakshmi.competitive@iiit-hyd.ac.in,IIIT-HYD,Guntur,2024-01-01T07:46:38Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,159c646b-2acc-3892-dd39-bef152760277
UN-01105,Menka hobbies,menka.hobbies@iiit-hyd.ac.in,IIIT-HYD,Cuttack,2024-01-01T05:32:48Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,96185dcd-3cd2-0423-1df6-e9d597f269df
UN-01106,Seema gardening,seema.gardening@vit.ac.in,VIT,Ghaziabad,2024-01-01T07:49:47Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,89ac3970-82c0-0b61-18e8-82ba8803a4ba
UN-01107,Sathish Kala,sathish.kala@iitk.ac.in,IITK,Dindigul,2024-01-02T12:49:31Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,6d76951b-b46b-1964-4f7d-cf1db302e49f
UN-01108,Karuna art,karuna.art@manipal.ac.in,MANIPAL,Dhule,2024-01-02T14:17:23Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,f46a3154-9e78-177a-e86f-efbf865ab999
UN-01109,Taibai tech,taibai.tech@vit.ac.in,VIT,Thane,2024-01-01T08:10:43Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,8fdefd26-b259-920b-a514-bd504cc6a121
UN-01110,Vinod pragmatic,vinod.pragmatic@vit.ac.in,VIT,Kota,2024-01-02T11:20:37Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,175182f0-4c5f-b465-dc13-64e02bf86562
UN-01111,Bhikhu Tadvi,bhikhu.tadvi@iitb.ac.in,IITB,Nanded,2024-01-01T09:34:34Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,4a02e8c5-b372-81a6-fca0-1a9bdb6481f6
UN-01112,Mustafa Molla,mustafa.molla@srm.ac.in,SRM,North Twenty Four Parganas,2024-01-01T04:35:49Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,e20db284-7c45-8f6f-3197-a6a905cabc56
UN-01113,Rubina Nisha,rubina.nisha@bits-pilani.ac.in,BITS-PILANI,Karnal,2024-01-01T05:37:49Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,87de8df2-8f81-2375-bdcc-3b9353622e78
UN-01114,Mohan folk‑music‑loving,mohan.folkmusicloving@bits-pilani.ac.in,BITS-PILANI,Ganganagar,2024-01-02T06:56:15Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,57068c2e-c4bb-e5a7-1d72-de745183f8b7
UN-01115,Sunita budgeting,sunita.budgeting@dtu.ac.in,DTU,Jhunjhunun,2024-01-01T04:26:17Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,403f0d6d-475c-df21-925e-6d3e3eb5e131
UN-01116,An planning,an.planning@dtu.ac.in,DTU,Moga,2024-01-01T02:42:18Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,952f0999-4202-bd15-9182-90ee5b8a6dc7
UN-01117,Susan warm,susan.warm@iitk.ac.in,IITK,Kozhikode,2024-01-01T08:25:07Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,34de9ed5-81e3-8dde-62bc-eefdd0ec6c19
UN-01118,Sukabhai Rahul,sukabhai.rahul@iitk.ac.in,IITK,Surat,2024-01-02T11:06:44Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,675a1c70-907c-6d83-a4c3-1c3a029fcaf9
UN-01119,Narayan Pal,narayan.pal@srm.ac.in,SRM,Janjgir,2024-01-01T02:32:31Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,0a7e7681-bce4-3624-8563-828170760e4d
UN-01120,Bikram music,bikram.music@nit-trichy.ac.in,NIT-TRICHY,Nuapada,2024-01-02T06:52:14Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,3a992e9d-715f-bd7d-8167-99901b9ef2f4
UN-01121,Nagendra Chandra,nagendra.chandra@dtu.ac.in,DTU,Ballia,2024-01-01T08:17:06Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,f01d8633-1f38-60dc-d430-405b13125b45
UN-01122,Hanamant practical,hanamant.practical@manipal.ac.in,MANIPAL,Bangalore,2024-01-02T11:28:27Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,31d9a201-e24c-8599-40a3-999022cc1eb6
UN-01123,Nurhak methodical,nurhak.methodical@iitd.ac.in,IITD,South Twenty Four Parganas,2024-01-02T05:07:20Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,fece1fa0-4d47-a5ea-2ac4-c274f999dec3
UN-01124,Manibhai gatherings,manibhai.gatherings@srm.ac.in,SRM,Bhavnagar,2024-01-02T05:05:08Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,405cf3d4-f854-4d10-8efa-c76010aa250d
UN-01125,Guddi devotion,guddi.devotion@iitb.ac.in,IITB,Firozabad,2024-01-01T15:20:59Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,05190743-e389-1d49-050b-c54e8aaa35e1
UN-01126,Debashish curiosity,debashish.curiosity@iitd.ac.in,IITD,Purba Medinipur,2024-01-01T05:08:42Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a2f6d325-be95-2b9b-e785-e4f609d0aba9
UN-01127,Balayya compassionate,balayya.compassionate@iitd.ac.in,IITD,Nalgonda,2024-01-02T11:25:43Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,bbef0573-98f5-07f4-2f37-5a4dcf1c4b05
UN-01128,Sharadaben Soni,sharadaben.soni@vit.ac.in,VIT,Vadodara,2024-01-01T14:51:15Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,c783dc28-e4b5-29a8-8f38-c1ec111ee470
UN-01129,Ramamurti calm,ramamurti.calm@nit-trichy.ac.in,NIT-TRICHY,Kaushambi,2024-01-02T07:25:38Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,37b0e1ed-9d67-1442-7ba2-cee62ad4ca04
UN-01130,Guru Patel,guru.patel@iitk.ac.in,IITK,Munger,2024-01-01T04:34:02Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,f0376f7d-4681-edc9-6f05-e633857fb5d7
UN-01131,Zamman Ram,zamman.ram@vit.ac.in,VIT,Kanpur Dehat,2024-01-02T04:29:37Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,3fa3ae1e-1046-e781-5ed1-982fe861219a
UN-01132,Tamil gadgets,tamil.gadgets@iitd.ac.in,IITD,Krishnagiri,2024-01-02T06:41:33Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,e75aa1ad-ba80-7b8b-d3d0-3cec6c44a6c3
UN-01133,Vikram zeal,vikram.zeal@nit-trichy.ac.in,NIT-TRICHY,Thane,2024-01-02T12:52:59Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,0cd17261-ae74-771d-7256-0cd4b8e51e9f
UN-01134,Kumari Sarkar,kumari.sarkar@srm.ac.in,SRM,Jagatsinghapur,2024-01-01T05:57:13Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,405bf58f-0034-3744-9a1d-6412d21c4cd6
UN-01135,Basanti Bhoi,basanti.bhoi@iitb.ac.in,IITB,Anugul,2024-01-01T06:49:07Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,714b426a-26af-8f17-6492-b26227ec7c19
UN-01136,Sajan pragmatic,sajan.pragmatic@vit.ac.in,VIT,Hardoi,2024-01-01T13:11:52Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,07c50fc4-f222-7d7a-fc31-c390904c4f3e
UN-01137,Madhusoodanan mindset,madhusoodanan.mindset@manipal.ac.in,MANIPAL,Malappuram,2024-01-01T05:08:23Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,93ea99c1-cb37-6942-8844-fe244cd2582a
UN-01138,Mohammed Nasar,mohammed.nasar@iitb.ac.in,IITB,Malappuram,2024-01-01T14:31:56Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,4ca4c2ac-2da9-ea44-da33-15a394e8e955
UN-01139,At 42,at.42@manipal.ac.in,MANIPAL,Coimbatore,2024-01-01T05:01:52Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a63ae870-e2bc-23d3-822f-a449a67684ac
UN-01140,Jorina Khatun,jorina.khatun@nit-trichy.ac.in,NIT-TRICHY,Kolkata,2024-01-01T05:25:00Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,2d6dc66f-9779-ec20-ae3f-04b2a87966ba
UN-01141,Maalap Borkar,maalap.borkar@srm.ac.in,SRM,Wardha,2024-01-01T04:16:03Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,bc1c6537-c339-0751-2efe-d7a69c1a0a42
UN-01142,Mary Mathew,mary.mathew@iitk.ac.in,IITK,Ernakulam,2024-01-01T08:04:00Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,cd9cc339-1610-fcf2-01ad-18a11ec9c5b5
UN-01143,Satish Bhatia,satish.bhatia@manipal.ac.in,MANIPAL,Fatehabad,2024-01-01T13:18:57Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a467bed3-4348-6954-2b27-be771d5cf7cf
UN-01144,Mustari Glide,mustari.glide@bits-pilani.ac.in,BITS-PILANI,Lucknow,2024-01-01T04:42:52Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,9587cb64-4ddf-8f76-4b6e-79452bd115e3
UN-01145,Kamla Devi,kamla.devi@bits-pilani.ac.in,BITS-PILANI,Bareilly,2024-01-01T07:03:17Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,d161190c-26ca-ff2c-2975-9076a221d25d
UN-01146,Ayub precision,ayub.precision@nit-trichy.ac.in,NIT-TRICHY,Moradabad,2024-01-02T07:31:58Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,bc81db7d-abd4-8001-c2c2-526a9b93ff08
UN-01147,Dev Vinod,dev.vinod@iiit-hyd.ac.in,IIIT-HYD,Kanpur Nagar,2024-01-01T06:00:26Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,09c2beae-0ee1-fbc7-af66-1a919b1ab3bb
UN-01148,Prerna Singh,prerna.singh@srm.ac.in,SRM,Sehore,2024-01-01T11:41:00Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a78cdfc3-3153-dadd-7195-41b8fccc301d
UN-01149,Shanti curious,shanti.curious@dtu.ac.in,DTU,Aurangabad,2024-01-02T10:35:13Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,6bfbc976-64e7-edf6-5d6d-8a19e19c3c56
UN-01150,Bhimesen collaboration,bhimesen.collaboration@iiit-hyd.ac.in,IIIT-HYD,Puri,2024-01-01T11:00:13Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,00e37773-40f8-88eb-d63e-c7e3c13dc80a
UN-01151,Anita spontaneous,anita.spontaneous@dtu.ac.in,DTU,Jalandhar,2024-01-01T05:08:00Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,02ea4705-74bd-87af-ef5b-6bf650f0782d
UN-01152,Rohit Ram,rohit.ram@dtu.ac.in,DTU,Jamui,2024-01-01T04:44:50Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,f40a77dd-b51a-36d2-fa38-6156ac6ba8a5
UN-01153,Preeti Devi,preeti.devi@dtu.ac.in,DTU,East,2024-01-02T13:07:03Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,54c5772c-8391-e88d-5ac9-f1fbfca5fd2c
UN-01154,Tarya traditions,tarya.traditions@nit-trichy.ac.in,NIT-TRICHY,Nalgonda,2024-01-01T07:31:22Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,d8d64dd5-ef55-29b7-09ed-be287b2008c2
UN-01155,Bukya curious,bukya.curious@srm.ac.in,SRM,Khammam,2024-01-01T06:19:51Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,93af6b44-20ba-7eeb-ae79-2538eaa4d962
UN-01156,Gudto Lata,gudto.lata@iiit-hyd.ac.in,IIIT-HYD,Indore,2024-01-01T08:32:28Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,33c4bf6d-b113-7e42-c555-676dd880db17
UN-01157,Raj bursts,raj.bursts@vit.ac.in,VIT,Varanasi,2024-01-01T10:48:02Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,d9bb2033-fe34-0921-c612-0a97bc60cc6c
UN-01158,Malti Sahu,malti.sahu@nit-trichy.ac.in,NIT-TRICHY,Anugul,2024-01-02T04:39:31Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,89e69963-0170-bbf1-57d6-1f9d6ad9c299
UN-01159,Har Singh,har.singh@manipal.ac.in,MANIPAL,Bilaspur,2024-01-02T12:57:13Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,65b451c0-a0ea-f89d-a0f2-63f23d8ccafa
UN-01160,Prem teaching,prem.teaching@iitd.ac.in,IITD,Gaya,2024-01-01T04:53:37Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,f37873b2-47e9-2521-be3b-0a4fc5b9178f
UN-01161,Sakuntala curious,sakuntala.curious@vit.ac.in,VIT,Durg,2024-01-01T10:03:42Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,c5ba9110-5868-a35c-95a0-ee613303e33e
UN-01162,Pratima Bhoi,pratima.bhoi@dtu.ac.in,DTU,Khordha,2024-01-02T14:26:37Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,12fd61f8-cd5a-097c-194e-43a1b621b1d7
UN-01163,Alok art,alok.art@dtu.ac.in,DTU,Sant Kabir Nagar,2024-01-01T03:47:50Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,5a85e30e-03e9-9b25-dfe9-83b5ca5cbe14
UN-01164,Gurleen pragmatic,gurleen.pragmatic@nit-trichy.ac.in,NIT-TRICHY,Muktsar,2024-01-01T04:42:05Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,93727426-c0da-7290-5528-a95dcbbbe0d9
UN-01165,Veena User,veena.user@iitb.ac.in,IITB,Ambala,2024-01-01T06:00:39Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,158a2a7a-c312-7bbc-c9ef-2f9da90806da
UN-01166,Aravind stories,aravind.stories@iitb.ac.in,IITB,Shimoga,2024-01-01T03:12:44Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,3d35950d-ab2f-e82d-166f-22a3d8588c13
UN-01167,At 40,at.40@iitb.ac.in,IITB,Bijapur,2024-01-02T05:29:09Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,e8ea877c-c2c7-1706-6da5-056fc007791d
UN-01168,Hadman Singh,hadman.singh@vit.ac.in,VIT,Alwar,2024-01-02T05:30:37Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,715e2f42-d545-496c-7563-4a43bb160f87
UN-01169,Tinkri curious,tinkri.curious@manipal.ac.in,MANIPAL,Samastipur,2024-01-01T08:47:39Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,eedf0453-77fa-d916-9978-283526d82c38
UN-01170,Surya festivals,surya.festivals@iitd.ac.in,IITD,Jaunpur,2024-01-01T04:18:22Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,7f4f427b-4277-cd1f-c684-25810c55047c
UN-01171,Khilendra storytelling,khilendra.storytelling@bits-pilani.ac.in,BITS-PILANI,Singrauli,2024-01-02T03:39:09Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,e6c77731-bf68-01b8-ae20-1baf9e3260be
UN-01172,At 27,at.27@iitd.ac.in,IITD,Thiruvananthapuram,2024-01-02T12:08:26Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,f8a1290c-caa4-ea8c-681a-a1411e611b9e
UN-01173,Ranjit humor,ranjit.humor@dtu.ac.in,DTU,Khordha,2024-01-02T08:59:22Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,3c03e060-ede6-f747-9dc3-a30587e99620
UN-01174,A Saami,a.saami@nit-trichy.ac.in,NIT-TRICHY,Chennai,2024-01-02T15:14:11Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,829567de-c10f-0733-f8a0-abcfda27dc5b
UN-01175,Husen methodical,husen.methodical@iitd.ac.in,IITD,Bijapur,2024-01-02T14:15:07Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,c396a449-140c-e15d-e666-d2dd485c595c
UN-01176,Annavva savvy,annavva.savvy@vit.ac.in,VIT,Shimoga,2024-01-01T04:11:08Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,6be98f9d-c50c-fa4a-b58c-7123b16bd3fb
UN-01177,Anubhai Jhala,anubhai.jhala@nit-trichy.ac.in,NIT-TRICHY,Kachchh,2024-01-01T07:57:50Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,5144bdf1-8c49-83e8-85ff-1cf028bc425f
UN-01178,Suman curious,suman.curious@vit.ac.in,VIT,Nagaur,2024-01-02T03:32:12Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,ae623d0d-24ae-64fe-583c-c3a569f434c7
UN-01179,Rasiklal User,rasiklal.user@iitd.ac.in,IITD,Nalanda,2024-01-01T14:41:51Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,1619246a-25b2-349d-d1b8-6fbe1e78c12b
UN-01180,Jarnail practical,jarnail.practical@bits-pilani.ac.in,BITS-PILANI,Firozpur,2024-01-01T07:38:39Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,758d9386-a75c-3abb-e4a8-5df02ac548d6
UN-01181,Nazia competitive,nazia.competitive@bits-pilani.ac.in,BITS-PILANI,Raipur,2024-01-01T07:37:36Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,b8c8f479-ca21-fd05-4767-33749cbdd09f
UN-01182,Topanna curious,topanna.curious@nit-trichy.ac.in,NIT-TRICHY,Ramanagara,2024-01-01T03:40:36Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,6216ec98-8658-3431-6fad-a04f3210bc7e
UN-01183,Tulsi solitary,tulsi.solitary@manipal.ac.in,MANIPAL,Hisar,2024-01-01T06:45:43Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,fb5be84c-4da0-d262-1dd8-638e9bbfce43
UN-01184,Purushottam trains,purushottam.trains@nit-trichy.ac.in,NIT-TRICHY,Bankura,2024-01-01T04:43:07Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,dc5e9200-a4e3-65e2-2bd0-05ca69fc5f19
UN-01185,Yasmin sweets,yasmin.sweets@manipal.ac.in,MANIPAL,Nanded,2024-01-02T05:32:23Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,03bbc316-8a4c-fd58-1ba2-4c49199eedc1
UN-01186,Eloquent grounded,eloquent.grounded@nit-trichy.ac.in,NIT-TRICHY,Damoh,2024-01-01T04:32:32Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,41118855-94b4-ffae-2813-304cec57709f
UN-01187,Dagubai warm,dagubai.warm@nit-trichy.ac.in,NIT-TRICHY,Satara,2024-01-01T03:42:22Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,474514c5-891d-2aed-b92d-0bafcd22b9c1
UN-01188,Yasmeen structured,yasmeen.structured@iitb.ac.in,IITB,Moradabad,2024-01-01T03:50:06Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,4d1f8180-92c3-b4ff-451f-8d997c5fda2e
UN-01189,Prabhati Devi,prabhati.devi@iitd.ac.in,IITD,Kota,2024-01-02T06:22:26Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,bbf9663a-2fe5-a6c2-708e-ff608f7246cd
UN-01190,Hansa Kumar,hansa.kumar@nit-trichy.ac.in,NIT-TRICHY,Banswara,2024-01-01T07:38:31Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a41bb4c7-e730-6254-d687-b1af9ebcf365
UN-01191,Bhushamma edge,bhushamma.edge@iiit-hyd.ac.in,IIIT-HYD,West Godavari,2024-01-01T08:25:51Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,1996feb3-6b82-806d-626e-7b737dea29dd
UN-01192,Vimala Devi,vimala.devi@iiit-hyd.ac.in,IIIT-HYD,Siddharthnagar,2024-01-01T10:26:36Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,2531c3ee-12e0-03c8-5ed0-7b4023155a13
UN-01193,Vasudev drive,vasudev.drive@srm.ac.in,SRM,Tehri Garhwal,2024-01-01T01:39:23Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,7aed2e64-6b08-81c1-3588-18e93f499ff9
UN-01194,Mahesh structured,mahesh.structured@vit.ac.in,VIT,Bhilwara,2024-01-01T04:22:51Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,03375a64-7547-bd23-2d5c-ef07f87341a1
UN-01195,Rajveer Kumar,rajveer.kumar@manipal.ac.in,MANIPAL,Kushinagar,2024-01-01T06:50:46Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,4e136275-61bb-850f-586f-dd0ab0e03ee8
UN-01196,Ramesh diligent,ramesh.diligent@bits-pilani.ac.in,BITS-PILANI,Ramanathapuram,2024-01-01T04:15:21Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,d41aa153-9971-4321-acf4-2c7d79fd4f1f
UN-01197,Ammal imaginative,ammal.imaginative@vit.ac.in,VIT,Karur,2024-01-01T07:06:30Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,52e7969f-3c00-9989-e894-d11c99ddcd1f
UN-01198,Sudami relaxed,sudami.relaxed@iitb.ac.in,IITB,Azamgarh,2024-01-01T13:22:25Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,0ff8c58d-ebb0-a515-40bd-78afbe64d0c0
UN-01199,Afsana Bibi,afsana.bibi@iitd.ac.in,IITD,Dumka,2024-01-02T08:26:25Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,08bc5ae7-0e9f-d0f0-d59d-b36cdda5d1bc
UN-01200,Heera talkative,heera.talkative@iitd.ac.in,IITD,Pilibhit,2024-01-02T10:24:45Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,dbe3850e-1de8-2622-e871-0ad35145ea43
UN-01201,Malam Kamejaliya,malam.kamejaliya@iitd.ac.in,IITD,Mahesana,2024-01-02T14:37:22Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,04e44673-a32b-a437-b4cb-60c6286475d0
UN-01202,Manish curious,manish.curious@iitk.ac.in,IITK,Bijnor,2024-01-01T06:21:02Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,365aea58-cfaa-7248-1dda-8b332cad7fe8
UN-01203,Lajja Kala,lajja.kala@dtu.ac.in,DTU,Rajgarh,2024-01-01T03:59:52Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,4b8bce9f-8cbf-642f-e235-ab9a59e653b8
UN-01204,Sandeep sociable,sandeep.sociable@iitb.ac.in,IITB,Gurgaon,2024-01-01T07:36:34Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,4a61da73-ce91-6f00-d010-4d0633bf7ba9
UN-01205,Takar Deori,takar.deori@nit-trichy.ac.in,NIT-TRICHY,Dibang Valley,2024-01-01T04:22:54Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,989e958e-e430-6124-ed39-1dc1b77c51d2
UN-01206,Amar heritage,amar.heritage@srm.ac.in,SRM,Seoni,2024-01-02T09:31:50Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,7b773ae6-20b3-3cd9-054c-1db680028fda
UN-01207,Akila meticulous,akila.meticulous@iitb.ac.in,IITB,Raipur,2024-01-01T09:57:31Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,3cd97f7c-833c-c77e-419d-44b569aa1396
UN-01208,Mohammed Shafeeque,mohammed.shafeeque@iiit-hyd.ac.in,IIIT-HYD,Kozhikode,2024-01-02T11:41:50Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,1de0a5a4-8b90-0eca-cc01-dfd2e0c87044
UN-01209,Abhishek relaxed,abhishek.relaxed@iitd.ac.in,IITD,Jabalpur,2024-01-01T04:48:47Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,0e3b5444-3d81-4d05-2c41-907001c6ba4b
UN-01210,Rohit ideas,rohit.ideas@nit-trichy.ac.in,NIT-TRICHY,Damoh,2024-01-02T02:53:46Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,32c73b50-db29-48a3-68ea-83b7e67ee098
UN-01211,Virju budgeting,virju.budgeting@iitd.ac.in,IITD,Pashchim Champaran,2024-01-01T13:09:52Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,9a33cd26-925b-9d55-dc89-a9ea1ca888f7
UN-01212,Kondalu Appana,kondalu.appana@vit.ac.in,VIT,Sri Potti Sriramulu Nellore,2024-01-01T06:51:18Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,16bddeff-266b-5946-c80a-24007f1e09f2
UN-01213,Yallappa Jadhav,yallappa.jadhav@iitk.ac.in,IITK,Bangalore,2024-01-01T09:01:12Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,822d6182-5eef-f83f-8327-1e990f465296
UN-01214,Satya bike,satya.bike@vit.ac.in,VIT,Ganjam,2024-01-01T03:02:46Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,315f5765-2cff-c183-2a58-9bef49b34b97
UN-01215,Ram Singh,ram.singh@iitk.ac.in,IITK,Udham Singh Nagar,2024-01-01T03:36:37Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,b7d6dd28-a7ee-cc39-611e-b28003cb6364
UN-01216,Geetaben streak,geetaben.streak@vit.ac.in,VIT,Surat,2024-01-02T05:58:31Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,8f32350c-dd17-c513-7e76-72be516c2597
UN-01217,Gurunam curious,gurunam.curious@vit.ac.in,VIT,Jabalpur,2024-01-01T08:45:38Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,669ed2a0-f1da-bf91-7057-a4ee046668b9
UN-01218,Mary James,mary.james@manipal.ac.in,MANIPAL,Kozhikode,2024-01-01T06:02:21Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,4728e2f5-5d5a-59cd-c099-c94e4ea353e6
UN-01219,Vina Vadivu,vina.vadivu@bits-pilani.ac.in,BITS-PILANI,Thiruvallur,2024-01-01T05:21:35Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,934a0529-4c8a-ca11-8d57-636a3ff241c5
UN-01220,Vinod frugal,vinod.frugal@vit.ac.in,VIT,Kannur,2024-01-02T13:11:33Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,bde91a86-387f-58eb-6241-cbf4022215a2
UN-01221,Srinivasarao Gadri,srinivasarao.gadri@manipal.ac.in,MANIPAL,Prakasam,2024-01-02T08:04:04Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,cf457b66-0aec-e550-1c1d-ac177ffa14af
